1	95.9366
2	95.9366
3	95.9366
4	95.9366
5	95.9366
6	95.9366
7	95.9366
8	95.9366
9	95.9366
10	95.9366
11	95.9366
12	95.9366
13	95.9366
14	95.9366
15	95.9366
16	95.9366
17	95.9366
18	95.9366
19	95.9366
20	95.9366
21	95.9366
22	95.9366
23	95.9366
24	95.9366
25	95.9366
26	95.9366
27	95.9366
28	95.9366
29	95.9366
30	95.9366
31	95.9366
32	95.9366
33	95.9366
34	95.9366
35	95.9366
36	95.9366
37	95.9366
38	95.9366
39	95.9366
40	95.9366
41	95.9366
42	95.9366
43	95.9366
44	95.9366
45	95.9366
46	95.9366
47	95.9366
48	95.9366
49	95.9366
50	95.9366
51	103.127
52	103.127
53	103.127
54	103.127
55	103.127
56	103.127
57	103.127
58	103.127
59	103.127
60	103.127
61	103.127
62	103.127
63	103.127
64	103.127
65	103.127
66	103.127
67	103.127
68	103.127
69	103.127
70	103.127
71	103.127
72	103.127
73	103.127
74	103.127
75	103.127
76	103.127
77	103.127
78	103.127
79	103.127
80	103.127
81	103.127
82	103.127
83	103.127
84	103.127
85	103.127
86	103.127
87	103.127
88	103.127
89	103.127
90	103.127
91	103.127
92	103.127
93	103.127
94	103.127
95	103.127
96	103.127
97	103.127
98	103.127
99	103.127
100	103.127
101	127.694
102	127.694
103	127.694
104	127.694
105	127.694
106	127.694
107	127.694
108	127.694
109	127.694
110	127.694
111	127.694
112	127.694
113	127.694
114	127.694
115	127.694
116	127.694
117	127.694
118	127.694
119	127.694
120	127.694
121	127.694
122	127.694
123	127.694
124	127.694
125	127.694
126	127.694
127	127.694
128	127.694
129	127.694
130	127.694
131	127.694
132	127.694
133	127.694
134	127.694
135	127.694
136	127.694
137	127.694
138	127.694
139	127.694
140	127.694
141	127.694
142	127.694
143	127.694
144	127.694
145	127.694
146	127.694
147	127.694
148	127.694
149	127.694
150	127.694
151	127.694
152	127.694
153	127.694
154	127.694
155	127.694
156	127.694
157	127.694
158	127.694
159	127.694
160	127.694
161	127.694
162	127.694
163	127.694
164	127.694
165	127.694
166	127.694
167	127.694
168	127.694
169	127.694
170	127.694
171	127.694
172	127.694
173	127.694
174	127.694
175	127.694
176	127.694
177	127.694
178	127.694
179	127.694
180	127.694
181	127.694
182	127.694
183	127.694
184	127.694
185	127.694
186	127.694
187	127.694
188	127.694
189	127.694
190	127.694
191	127.694
192	127.694
193	127.694
194	127.694
195	127.694
196	127.694
197	127.694
198	127.694
199	127.694
200	127.694
201	127.694
202	127.694
203	127.694
204	127.694
205	127.694
206	127.694
207	127.694
208	127.694
209	127.694
210	127.694
211	127.694
212	127.694
213	127.694
214	127.694
215	127.694
216	127.694
217	127.694
218	127.694
219	127.694
220	127.694
221	127.694
222	127.694
223	127.694
224	127.694
225	127.694
226	127.694
227	127.694
228	127.694
229	127.694
230	127.694
231	127.694
232	127.694
233	127.694
234	127.694
235	127.694
236	127.694
237	127.694
238	127.694
239	127.694
240	127.694
241	127.694
242	127.694
243	127.694
244	127.694
245	127.694
246	127.694
247	127.694
248	127.694
249	127.694
250	127.694
251	127.694
252	127.694
253	127.694
254	127.694
255	127.694
256	127.694
257	127.694
258	127.694
259	127.694
260	127.694
261	127.694
262	127.694
263	127.694
264	127.694
265	127.694
266	127.694
267	127.694
268	127.694
269	127.694
270	127.694
271	127.694
272	127.694
273	127.694
274	127.694
275	127.694
276	127.694
277	127.694
278	127.694
279	127.694
280	127.694
281	127.694
282	127.694
283	127.694
284	127.694
285	127.694
286	127.694
287	127.694
288	127.694
289	127.694
290	127.694
291	127.694
292	127.694
293	127.694
294	127.694
295	127.694
296	127.694
297	127.694
298	127.694
299	127.694
300	127.694
301	127.694
302	127.694
303	127.694
304	127.694
305	127.694
306	127.694
307	127.694
308	127.694
309	127.694
310	127.694
311	127.694
312	127.694
313	127.694
314	127.694
315	127.694
316	127.694
317	127.694
318	127.694
319	127.694
320	127.694
321	127.694
322	127.694
323	127.694
324	127.694
325	127.694
326	127.694
327	127.694
328	127.694
329	127.694
330	127.694
331	127.694
332	127.694
333	127.694
334	127.694
335	127.694
336	127.694
337	127.694
338	127.694
339	127.694
340	127.694
341	127.694
342	127.694
343	127.694
344	127.694
345	127.694
346	127.694
347	127.694
348	127.694
349	127.694
350	127.694
351	127.694
352	127.694
353	127.694
354	127.694
355	127.694
356	127.694
357	127.694
358	127.694
359	127.694
360	127.694
361	127.694
362	127.694
363	127.694
364	127.694
365	127.694
366	127.694
367	127.694
368	127.694
369	127.694
370	127.694
371	127.694
372	127.694
373	127.694
374	127.694
375	127.694
376	127.694
377	127.694
378	127.694
379	127.694
380	127.694
381	127.694
382	127.694
383	127.694
384	127.694
385	127.694
386	127.694
387	127.694
388	127.694
389	127.694
390	127.694
391	127.694
392	127.694
393	127.694
394	127.694
395	127.694
396	127.694
397	127.694
398	127.694
399	127.694
400	127.694
401	127.694
402	127.694
403	127.694
404	127.694
405	127.694
406	127.694
407	127.694
408	127.694
409	127.694
410	127.694
411	127.694
412	127.694
413	127.694
414	127.694
415	127.694
416	127.694
417	127.694
418	127.694
419	127.694
420	127.694
421	127.694
422	127.694
423	127.694
424	127.694
425	127.694
426	127.694
427	127.694
428	127.694
429	127.694
430	127.694
431	127.694
432	127.694
433	127.694
434	127.694
435	127.694
436	127.694
437	127.694
438	127.694
439	127.694
440	127.694
441	127.694
442	127.694
443	127.694
444	127.694
445	127.694
446	127.694
447	127.694
448	127.694
449	127.694
450	127.694
451	127.694
452	127.694
453	127.694
454	127.694
455	127.694
456	127.694
457	127.694
458	127.694
459	127.694
460	127.694
461	127.694
462	127.694
463	127.694
464	127.694
465	127.694
466	127.694
467	127.694
468	127.694
469	127.694
470	127.694
471	127.694
472	127.694
473	127.694
474	127.694
475	127.694
476	127.694
477	127.694
478	127.694
479	127.694
480	127.694
481	127.694
482	127.694
483	127.694
484	127.694
485	127.694
486	127.694
487	127.694
488	127.694
489	127.694
490	127.694
491	127.694
492	127.694
493	127.694
494	127.694
495	127.694
496	127.694
497	127.694
498	127.694
499	127.694
500	127.694
501	127.694
502	127.694
503	127.694
504	127.694
505	127.694
506	127.694
507	127.694
508	127.694
509	127.694
510	127.694
511	127.694
512	127.694
513	127.694
514	127.694
515	127.694
516	127.694
517	127.694
518	127.694
519	127.694
520	127.694
521	127.694
522	127.694
523	127.694
524	127.694
525	127.694
526	127.694
527	127.694
528	127.694
529	127.694
530	127.694
531	127.694
532	127.694
533	127.694
534	127.694
535	127.694
536	127.694
537	127.694
538	127.694
539	127.694
540	127.694
541	127.694
542	127.694
543	127.694
544	127.694
545	127.694
546	127.694
547	127.694
548	127.694
549	127.694
550	127.694
551	127.694
552	127.694
553	127.694
554	127.694
555	127.694
556	127.694
557	127.694
558	127.694
559	127.694
560	127.694
561	127.694
562	127.694
563	127.694
564	127.694
565	127.694
566	127.694
567	127.694
568	127.694
569	127.694
570	127.694
571	127.694
572	127.694
573	127.694
574	127.694
575	127.694
576	127.694
577	127.694
578	127.694
579	127.694
580	127.694
581	127.694
582	127.694
583	127.694
584	127.694
585	127.694
586	127.694
587	127.694
588	127.694
589	127.694
590	127.694
591	127.694
592	127.694
593	127.694
594	127.694
595	127.694
596	127.694
597	127.694
598	127.694
